0,999963836962568
-5,2818653112513E-05
3,9713590275188E-05
-0,00828907182335377
0,000414512093024195
-9,48745378500182E-05
1,03102830708508E-05
-2,55690085737956E-05
0,000141023724380482
-1,3310264520336E-05
0,000110070331662629
-8,0988630306752E-05
0,00105519360761043
-0,00073891253971217
0,000145581162435807
-0,000327039177884082
0,000205250601141873
-0,000440859862843769
0,000179634429265737
-0,00025330828501465
2,96170367164808E-05
-0,000145301002228262
4,36544857499331E-05
-0,000251129360015953
0,000122326019497532
-3,42702586526284E-05
6,84135430546372E-05
-0,000150230000224687
3,57178330726045E-05
-6,39226310278987E-05
0,000166406230048977
-2,50097235630578E-05
4,00655363751715E-05
-8,85921787609814E-05
4,6021680257911E-05
-0,000166720486981726
7,76216624493235E-05
-0,000175374236520117
0,000190588708683947
-0,000111806309806344
9,10026600208455E-05
-7,73152696775322E-05
0,000175615853092791
-2,15610864834752E-05
4,83410301957314E-05
-7,28775119985073E-05
4,75083813839432E-05
-6,52856331077034E-05
0,000230214888498872
-8,55234337314845E-07
0,000142246616328643
-9,92483502875021E-05
0,000205506364799026
-0,000219189624649645
3,97057081318456E-06
0,000121952970857474
3,33254491657528E-05
-7,27623990493269E-05
0,000735887291110271
-0,000397256147851196
0,000160653216480094
-4,28369083482836E-05
2,08090427883052E-05
-8,22969514241042E-06
2,15220679204391E-08
0,993614276741885
0,000418780131148215
-0,015250236026614
-0,000241102931755331
0,000383179337250866
-0,000510128463746855
0,00144581546666553
0,00656499716781464
0,0121513478238296
-0,00352811919936699
-0,00219189566400217
-0,000868093070173901
0,00670575458412811
0,0132133660168042
0,00451915454658028
-0,0172321375941711
0,009421566662583
-0,00500387497101301
0,0105564630094434
-0,00421785298770907
0,00470723862829282
0,0474463613484829
0,0236500578703983
-0,00147681665432869
-0,00129068497367138
-0,023075116814937
-0,0292097412256177
-0,00375079653079029
-0,00321156260915381
-0,0130799252300329
-0,0194044705288591
-0,00245830197021386
0,00176201712053337
-0,0187461077091546
0,00399385253362433
-0,00634146560163756
-0,0197566348956499
-0,0421431834641772
0,0157037021313039
-0,011276226746615
0,0180562915106365
0,0173397750545867
0,00559792348264826
0,00690876929839725
0,00809324005392712
-0,00765323694816174
-0,00935749080338498
0,00352892261385356
-0,00136233000548289
-0,00270491321512018
0,0127864075727097
-0,0108422469166818
-0,000892775472066209
-0,00624094647226495
-0,00388251126211244
-0,00397649484899688
0,00481667738518353
-0,0422212447989553
0,0245679441020184
-0,00682842754212343
0,00266596428008338
-0,00124033021417092
0,000478249637055546
5,09828196110778E-08
0,000260087407555372
-0,986478651611305
-0,0110227233664782
-0,0415188614553331
0,00373772638711374
-0,0121977439696907
-0,00627834716033299
0,00951793671054244
0,00486344058274896
-0,0261146702157779
0,0850105756025643
-0,0017704516823684
-0,00024741640329796
-0,0240688421662032
-0,00241797618275372
-0,0165602133627658
0,0143853535922342
0,005118498803789
0,023423972513978
-0,00291695022109958
0,00185813190589481
-0,00855719438402812
0,0156108650048606
0,00892297076507226
0,0168267275669649
-0,0242553284216991
-0,0234349177792238
0,0460247382535653
0,0118677004270138
0,0391140718102641
0,000183190442180412
-0,00337583499490403
-0,0147096723862297
0,053927179803681
0,00309371177247435
0,00244168439370279
0,0247988813440257
-0,00255205749951758
-0,011061401315985
0,00509732360451139
-0,00634829469823553
-0,0073285293304314
0,016328755934217
0,00423561949362031
0,0124037643861253
-0,0143131731709251
-0,00136022199930095
0,00040810612316487
-0,00435290069196923
0,0104558584721262
0,0266562799111462
-0,0373975675596893
0,0034303118499377
-0,0127833676660153
-0,0353370128027152
0,0257323222038314
0,0154975067649159
0,00623071937934174
0,00699422348667116
0,013124043875645
-0,00650681208659776
0,000326831103726945
0,000140947396148538
0,00849987102383705
0,00603084115595385
-0,00416694143855042
0,974662296288225
-0,0496431850129419
0,0112000705589906
-0,00170054160080677
0,00426177202965994
0,00459991989306087
0,00161950802171818
-0,0170849200536592
0,0101781091975839
-0,123544108800809
0,0898694876140086
-0,0107808503477018
0,0403550886010364
-0,0270991936610602
0,0510878870147756
-0,0156270155565542
0,027496068763776
0,0109798386742646
0,0215360773169374
-0,0034729943229707
0,0238534354650689
-0,00620601442471888
0,00712040051784803
-0,0064559908275097
0,0157000575136137
-0,00410258608392028
0,00631997967148891
-0,0150407894023638
0,0021837081999969
-0,00363401459958447
0,0154708345659153
-0,00325485625810316
0,0237418197819027
-0,00373221998246037
0,0173982895113854
-0,0238721434410684
0,0131013018465306
-0,0077936955261102
0,0062570304655328
-0,0213942221344493
0,00206540100961544
-0,00618064285000119
0,00894937207389752
-0,00696419100806991
0,00494746679571685
-0,0276148965977482
0,00196151879899794
-0,0155930499015737
0,0100014856868094
-0,0252503105101925
0,0253085132679987
-0,000511147670792336
-0,0151453205010393
-0,00375526667024329
0,0084468918782771
-0,0874549556852715
0,0472776976434331
-0,0189861049213887
0,00507416205625389
-0,00245072718819439
0,000979613223438353
2,99686333630234E-08
0,00017291507472691
-0,0153249100710685
0,0412250616186158
0,959154923883096
0,00080951008222558
0,000130507575818156
0,00363913192640253
0,0251594277507112
0,0240399692719
-0,0521316166972511
0,185604914479789
-0,0154163325901364
-0,00386317486420108
-0,0139112410774551
-0,0433035219326508
-0,0234894055838956
0,0473241327466312
0,0336198965878819
0,0544502842896566
0,012955363452321
-0,0176404985389403
0,0728103527239203
0,053687374142089
-0,0157593855510305
-0,0149133425454806
-0,0219004439115982
-0,0351372936901224
0,0155557026249801
-0,00563143912084839
0,0477780032608969
0,0779690336925253
0,0380440305874258
0,0440415974747896
0,034169509390496
0,000217619496442051
0,00733052321812502
0,0444619289964873
0,046685067805419
-0,00584052173374817
-0,0143966728386763
-0,0111048147128923
-0,0180134941022619
0,0072408972953403
-0,0279701506845312
-0,0100512381611058
0,00298308147730043
0,00159620977310871
-0,00228536087063321
-0,00635790910966901
-0,0108848475044391
-0,00807561544173267
0,0169610313104677
0,00546060824259258
0,00368351873953126
-0,00069698441904733
-0,000182496494540355
0,00121039116433307
-0,00398426544967687
-0,00230043971254319
-0,00419240519429168
0,00153777915953127
-7,50875463295667E-05
-2,55466275720248E-05
6,10974792748885E-10
2,93983866143086E-05
-0,00109941356562909
0,0060298924778676
2,86582151491187E-05
-0,985432222370895
-0,0356966860211713
0,0120116419890747
-8,00612534391887E-05
0,082520748132763
-0,00221715975761318
-0,00963154226169509
-0,0365031579581295
0,0277765297244259
-0,00923801655813896
0,00292414660975423
0,00560419838552242
0,00012367168997336
0,000801226565381706
-8,19877688477624E-05
0,000687246102321926
0,00501703086737837
-0,00622209754733725
-0,00276958947888203
0,00267160431395675
0,00627604939172632
-0,0234964318219024
0,0113646001115957
-3,58848043703556E-06
-0,00685347245091154
0,00969005680359631
-0,00761010672386185
0,0066018616053533
-0,00787054761062414
0,018978698812679
-0,0777219089698807
0,0555604621564893
0,00956226652109687
-0,0150630282170164
-0,0033361528768857
0,00498847188472675
0,0178272199373712
-0,012041592963017
0,015023900346365
0,00395340426054751
-0,000377218513188054
0,00812489732198384
-0,00395992026803186
0,0239726266576066
0,000235998803933961
0,00224829846379318
-0,00321210036668249
0,00114480182145411
0,00070340740463078
0,00673604734589896
-0,0116628407453093
-0,0191564861187002
0,0299640313881642
0,036444147570285
0,0411237245162729
-0,0321969067136298
0,00395274346838339
-0,0207690454671441
0,00751743588253191
5,80776463330423E-09
7,25345781834986E-06
-0,00318017191808735
0,000142394563979855
-0,00050606079503614
-0,0208287793141435
0,857757605946023
0,488537184590431
-0,0175494430220019
-0,0126949453559952
0,00784104874906834
-0,000560945702229986
5,18233014400492E-06
-0,00196307885883483
0,0112084429820417
0,00439189186956302
-0,000729171233376179
0,00256849692815006
-0,00175509370819987
-0,00367250010056514
0,00192392048134288
0,00150551508058752
0,00244097056180152
-0,00402730582826074
0,00666447072673649
0,0263025717967231
-0,0674036323539842
0,0277462181227065
0,00810465746452425
-0,00557756610827191
0,0378388626194236
-0,0240480666830535
0,0127264625440749
-0,0328583137217794
0,0392390621927185
-0,0101500689708822
0,00246664423598159
-0,0137584260020924
0,0138302158350279
-0,0167489047402419
0,00126743605439434
0,0156081633609572
-0,0130708720309907
0,0100725605911679
0,011159421184253
0,0186129721817546
-0,011539181874145
-0,00609305698875073
-0,00263149300018144
-0,0132245813861935
-0,000177751225589983
0,0246756908179692
0,0178371394637752
0,00472362419954512
-0,006465970074157
-0,0753748239599477
0,0598544299267622
0,0231026999676444
0,0078376366556202
0,0126160894274195
0,0171074459293668
-0,00750064310840755
0,000887426174358864
5,7920959786124E-05
5,79422899719406E-09
1,96033966573399E-05
-0,00013197481980892
0,000526467977825154
-1,26749022795632E-05
-0,0158830253409427
0,463604748656657
-0,806754629525251
0,0478684303552454
0,0581194906586831
-0,0817583276627078
0,000264031139484442
0,00396439131368523
0,0604841928148379
-0,0307927548300408
0,0484275375165102
-0,0338756480855878
-0,0806661038463043
-0,0222638478210026
-0,0109732586807008
-0,0610452616075375
0,0731183187331326
0,0116624276920561
-0,0250582190103045
-0,0250826869134321
0,0045854039430013
-0,130076009935972
0,0432646152021291
-0,045755876118261
-0,0314360787134927
-0,00833312567627291
0,0303202864345318
0,0581518771920747
0,0109818903526773
-0,0248162834398495
0,0108347300835093
0,041771531193528
0,0658703771976964
-0,0476515247584555
-0,0324457354847138
0,0763998168929425
-0,109333987834877
0,0831347208379964
0,0174835594358017
0,00655727153366031
-0,0449380107038438
0,0209687841508857
