0,999994507422337
-3,45145324961078E-06
3,01067283840761E-06
-0,00330115105717701
9,35326766509575E-06
-2,29748696578841E-06
2,16128589094647E-08
-4,00829058583282E-07
2,85210533372698E-05
-1,36390346784554E-06
5,64452723769364E-06
-1,17704720062287E-05
5,88915367726305E-05
-0,000198705759233767
5,07251033729645E-06
-8,2097986735184E-06
3,28792186929222E-05
-5,75843186023472E-05
5,14976310130852E-05
-1,57879098423609E-05
1,82103249624701E-05
-2,22945324106609E-05
4,83678361747863E-06
-7,65928343282287E-06
8,81083740230457E-06
-9,05930892037933E-07
3,23531815543596E-06
-1,10840992996754E-05
2,51420161965856E-06
-1,13322595616282E-05
1,0129066901723E-05
-1,93841406449291E-06
7,22364060078833E-06
-1,25633376042158E-05
6,5182830461468E-06
-1,83713164590745E-05
1,85228134629871E-05
-1,41221610045643E-05
1,17704705831966E-06
-1,15345227568327E-05
6,26837873940951E-06
-1,51767378896005E-05
-8,64033662977854E-06
-2,13977640800819E-05
9,90732712601185E-06
-4,13084775255145E-05
8,33792008147023E-06
-3,0391507061987E-05
9,89157157991712E-06
-2,73567141620321E-06
8,08464366367125E-06
-2,77710209915224E-05
1,33384202666649E-05
-3,25395502103556E-05
1,42562003999045E-05
-9,02278979474909E-06
3,75957478550416E-05
-1,99014646725929E-06
-2,39577715066915E-05
-0,000154767237987301
3,25731127437332E-05
-1,95970059950823E-05
-2,62292856974144E-07
-7,32970710781281E-07
7,09165956935687E-10
0,998923878649991
1,16152568187034E-05
-0,00265169703826976
-6,76460641933552E-05
1,63164293102066E-05
-1,25105908281836E-05
4,34070026844503E-05
0,000744071337100859
0,00310521236390038
-0,000262837013013291
0,000416612626664079
0,000507934560531071
0,000306999943229255
0,000625901626147265
0,000125438065873478
0,00166873198979684
0,00921159680175652
-0,00528207308834269
0,00827692058903449
-0,00117439542227479
-0,027015503088008
-0,00578718035180155
0,015979989114164
-0,00632053761115863
-0,00122806590596479
-0,000594324096269381
-0,000266910648304552
-0,000343819202622852
0,00137908380855632
0,000522492129263499
0,00578881506402053
0,00432658360275492
0,0058037279565453
-0,000938011590815047
0,00128097567092561
-0,00220973785110203
0,00324988261517207
0,00233453840459837
-0,00140915699777776
-0,00733246756492858
0,00418847048906664
-0,00106740328311519
0,0019072156341799
-0,00316765553452584
0,00452226112981728
-0,000786585282910576
0,00460795246690716
0,0010773236089398
0,00118958162408116
0,000248242835407311
-0,000365965574986867
-0,000619377186611236
0,00602041641974848
0,00059576010462827
-5,82352276283802E-05
2,51434850706964E-05
0,00218084303037217
0,00467351682341868
0,0234905533576229
-0,0038062807114406
0,00348824646373855
5,4376032730454E-05
2,92639933044194E-05
4,18793906287853E-09
3,42874854967437E-06
-0,996918441164136
-0,00118219164236698
-0,00974431216891186
0,00078760172433302
-0,00357426078653444
-0,00101297982405248
0,00283086155515316
0,000435476885342538
-0,0404951891773301
-0,000914966355065489
-0,000254990125399486
-5,58441806197398E-05
0,000954020672062793
-0,00593043438716879
-0,00885755041101504
0,00888887472053415
7,91921637751307E-05
-0,000158699565527046
-0,000364786787026883
0,00112559406286987
-3,4230285531869E-05
0,00728686534007169
-0,0114215081917326
0,024824514474768
0,00828949904624138
-0,00958322328136835
-0,000715146483960572
0,00823819372478563
0,00763934157042292
-0,0240263262254719
-0,00964453620746663
-0,0106331161138491
0,00697919788148612
-0,0212991648447045
0,0180069704186132
-0,0016923485341045
-0,0136379634069623
0,00960784907191603
0,000248227301681627
0,00171541269493668
-0,0125864480279707
-0,00374268403027295
0,00307500394529287
-0,00287884558417369
0,00267319184105295
0,0058724310416849
0,00143851429977739
0,00313033409501989
0,0023723791983966
-0,000239576680002063
0,00688201712554714
0,0270385544307154
0,00663556750466557
0,00111858481617669
-0,00804832320705622
-0,00346882910840257
-0,00103615455887747
0,000780862971228252
0,00787462364960256
-0,0020070612911138
-0,000112859370395823
0,000211156233278145
0,0033138376092089
0,00102582894292588
-0,000750276347734299
0,99610496742977
-0,00298089077509437
0,000694819371827107
-4,09327910890769E-05
0,000158865177135445
0,000560511901696811
0,000421846608276103
-0,00386929275581841
0,0045799536843488
-0,0165924578059265
0,0606273508780158
-0,00151128146257575
0,00133377800028457
0,00178596976139105
0,0178596162262341
-0,0088801674782334
0,00777050835155045
-0,0054753219507909
0,00693602836672286
-0,00027032735107296
0,00141408640238897
-0,00329995018808759
-0,000114624573650834
0,000168444675950198
0,00169687800460943
-0,00149333813915742
0,00469232018713754
-0,00139699741923553
0,000584575618111133
-0,00237574038702815
0,00445700095387176
-0,00184298679309902
0,00397604190400334
-0,00319811766577737
0,00519423958395505
-0,00262197337656176
-0,000140515355303925
-0,00209579249569358
0,00433510479503873
0,00247755863211534
0,00620363950539229
-0,0028809696402095
0,01224432831857
-0,00273262898363086
0,00951188915265564
-0,00319203747748463
0,00201825311283374
-0,000908774246153269
0,00871677048912603
-0,00344886702621443
0,0102280867631909
-0,00425296226485186
0,00268599688280084
-0,0112820391578625
0,00051265010670138
0,00718063309673142
0,0471723511427682
-0,00970106803372882
0,00594366298565555
8,23826770057556E-05
0,000223442015468516
1,54359716613007E-09
8,20612165013932E-06
-0,00416092915563305
0,00199394484608716
0,99190112717808
0,00019921972003586
3,05002053299751E-05
6,69034946546633E-05
0,00601346575266258
0,00293111459713787
-0,0884863211181738
-0,00242673289988314
-0,00100235088720973
-0,000489313159026775
0,00531981426844521
-0,0258514742324577
-0,0114163643213023
0,0173234156333158
-0,0162207491357146
0,0401679205220135
-0,00354236547405363
-0,00764840447395476
0,000111720755855261
-0,00276158741487816
0,00511188202644213
0,00207700556946775
-0,00317261882039076
-0,0158710172639456
0,00170639664339008
0,00830873246308331
0,00562130628191972
-0,0426031513869444
-0,0410760761001882
-0,0280844322740537
-0,00992150556722897
0,0034352146148559
-0,00691214084738606
-0,0013351912018345
-0,00234231985923377
0,000572055127635526
0,00685636224153094
-0,00244672889192465
0,00494654347280524
0,00259587213372468
-0,00247582604869827
0,0017682405234866
0,00883440194542072
0,00471678432990378
-0,00605322137545343
-0,00192694585112902
-0,00102614097464651
0,000819575983686584
0,000950042135487959
-0,00458684815311714
-0,00291099706535065
